Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
W,W36X210,W36X210,F,210.0000,61.9000,36.7000,36.7500,-,-,-,12.2000,12.1250,-,-,-,0.8300,0.8125,0.4375,1.3600,1.3750,-,-,-,2.1100,2.6250,1.6250,-,-,-,-,-,4.4800,-,-,39.1000,-,-,13200.0000,833.0000,719.0000,14.6000,411.0000,107.0000,67.5000,2.5800,-,-,-,28.0000,128000.0000,-,108.0000,446.0000,-,-,136.0000,412.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.1800,35.3000,107.0000,-,119.0000,85.6000,97.8000,31.5000,5.5000,-
W,W36X194,W36X194,F,194.0000,57.0000,36.5000,36.5000,-,-,-,12.1000,12.1250,-,-,-,0.7650,0.7500,0.3750,1.2600,1.2500,-,-,-,2.0100,2.5000,1.5625,-,-,-,-,-,4.8100,-,-,42.4000,-,-,12100.0000,767.0000,664.0000,14.6000,375.0000,97.7000,61.9000,2.5600,-,-,-,22.2000,116000.0000,-,107.0000,407.0000,-,-,126.0000,379.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.1500,35.2000,107.0000,-,119.0000,85.1000,97.2000,31.5000,5.5000,-
W,W36X182,W36X182,F,182.0000,53.6000,36.3000,36.3750,-,-,-,12.1000,12.1250,-,-,-,0.7250,0.7500,0.3750,1.1800,1.1875,-,-,-,1.9300,2.3750,1.5625,-,-,-,-,-,5.1200,-,-,44.8000,-,-,11300.0000,718.0000,623.0000,14.5000,347.0000,90.7000,57.6000,2.5500,-,-,-,18.5000,107000.0000,-,106.0000,378.0000,-,-,118.0000,355.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.1300,35.1000,106.0000,-,118.0000,84.7000,96.8000,31.5000,5.5000,-
W,W36X170,W36X170,F,170.0000,50.0000,36.2000,36.1250,-,-,-,12.0000,12.0000,-,-,-,0.6800,0.6875,0.3750,1.1000,1.1250,-,-,-,1.8500,2.3750,1.5625,-,-,-,-,-,5.4700,-,-,47.7000,-,-,10500.0000,668.0000,581.0000,14.5000,320.0000,83.8000,53.2000,2.5300,-,-,-,15.1000,98500.0000,-,105.0000,349.0000,-,-,109.0000,330.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.1100,35.1000,106.0000,-,118.0000,84.4000,96.4000,31.5000,5.5000,-
W,W36X160,W36X160,F,160.0000,47.0000,36.0000,36.0000,-,-,-,12.0000,12.0000,-,-,-,0.6500,0.6250,0.3125,1.0200,1.0000,-,-,-,1.7700,2.2500,1.5625,-,-,-,-,-,5.8800,-,-,49.9000,-,-,9760.0000,624.0000,542.0000,14.4000,295.0000,77.3000,49.1000,2.5000,-,-,-,12.4000,90200.0000,-,105.0000,321.0000,-,-,101.0000,308.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.0900,35.0000,105.0000,-,117.0000,84.0000,96.0000,31.5000,5.5000,-
W,W36X150,W36X150,F,150.0000,44.3000,35.9000,35.8750,-,-,-,12.0000,12.0000,-,-,-,0.6250,0.6250,0.3125,0.9400,0.9375,-,-,-,1.6900,2.1875,1.5000,-,-,-,-,-,6.3700,-,-,51.9000,-,-,9040.0000,581.0000,504.0000,14.3000,270.0000,70.9000,45.1000,2.4700,-,-,-,10.1000,82200.0000,-,105.0000,294.0000,-,-,93.1000,287.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.0600,35.0000,105.0000,-,117.0000,83.8000,95.8000,31.5000,5.5000,-
W,W36X135,W36X135,F,135.0000,39.9000,35.6000,35.5000,-,-,-,12.0000,12.0000,-,-,-,0.6000,0.6250,0.3125,0.7900,0.8125,-,-,-,1.5400,2.0625,1.5000,-,-,-,-,-,7.5600,-,-,54.1000,-,-,7800.0000,509.0000,439.0000,14.0000,225.0000,59.7000,37.7000,2.3800,-,-,-,7.0000,68100.0000,-,104.0000,245.0000,-,-,77.9000,251.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.9900,34.8000,105.0000,-,117.0000,83.2000,95.2000,31.5000,5.5000,-
W,W33X387,W33X387,T,387.0000,114.0000,36.0000,36.0000,-,-,-,16.2000,16.2500,-,-,-,1.2600,1.2500,0.6250,2.2800,2.2500,-,-,-,3.0700,3.5625,1.8125,-,-,-,-,-,3.5500,-,-,23.7000,-,-,24300.0000,1560.0000,1350.0000,14.6000,1620.0000,312.0000,200.0000,3.7700,-,-,-,148.0000,459000.0000,-,137.0000,1260.0000,-,-,287.0000,778.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.4900,33.7000,117.0000,-,133.0000,88.2000,104.0000,28.8750,5.5000,-
W,W33X354,W33X354,T,354.0000,104.0000,35.6000,35.5000,-,-,-,16.1000,16.1250,-,-,-,1.1600,1.1875,0.6250,2.0900,2.0625,-,-,-,2.8800,3.3750,1.8125,-,-,-,-,-,3.8500,-,-,25.7000,-,-,22000.0000,1420.0000,1240.0000,14.5000,1460.0000,282.0000,181.0000,3.7400,-,-,-,115.0000,408000.0000,-,135.0000,1130.0000,-,-,262.0000,707.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.4400,33.5000,116.0000,-,132.0000,87.3000,103.0000,28.8750,5.5000,-
W,W33X318,W33X318,F,318.0000,93.7000,35.2000,35.1250,-,-,-,16.0000,16.0000,-,-,-,1.0400,1.0625,0.5625,1.8900,1.8750,-,-,-,2.6800,3.1875,1.7500,-,-,-,-,-,4.2300,-,-,28.7000,-,-,19500.0000,1270.0000,1110.0000,14.5000,1290.0000,250.0000,161.0000,3.7100,-,-,-,84.4000,357000.0000,-,133.0000,1010.0000,-,-,235.0000,632.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.4000,33.3000,115.0000,-,131.0000,86.4000,102.0000,28.8750,5.5000,-
W,W33X291,W33X291,F,291.0000,85.6000,34.8000,34.8750,-,-,-,15.9000,15.8750,-,-,-,0.9600,0.9375,0.5000,1.7300,1.7500,-,-,-,2.5200,2.9375,1.6875,-,-,-,-,-,4.6000,-,-,31.0000,-,-,17700.0000,1160.0000,1020.0000,14.4000,1160.0000,226.0000,146.0000,3.6800,-,-,-,65.1000,319000.0000,-,131.0000,904.0000,-,-,214.0000,573.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.3400,33.1000,114.0000,-,130.0000,85.5000,101.0000,28.8750,5.5000,-
W,W33X263,W33X263,F,263.0000,77.4000,34.5000,34.5000,-,-,-,15.8000,15.7500,-,-,-,0.8700,0.8750,0.4375,1.5700,1.5625,-,-,-,2.3600,2.8125,1.6250,-,-,-,-,-,5.0300,-,-,34.3000,-,-,15900.0000,1040.0000,919.0000,14.3000,1040.0000,202.0000,131.0000,3.6600,-,-,-,48.7000,281000.0000,-,130.0000,807.0000,-,-,193.0000,515.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.3100,32.9000,113.0000,-,129.0000,84.8000,101.0000,28.8750,5.5000,-
W,W33X241,W33X241,F,241.0000,71.1000,34.2000,34.1250,-,-,-,15.9000,15.8750,-,-,-,0.8300,0.8125,0.4375,1.4000,1.3750,-,-,-,2.1900,2.6875,1.6250,-,-,-,-,-,5.6600,-,-,35.9000,-,-,14200.0000,940.0000,831.0000,14.1000,933.0000,182.0000,118.0000,3.6200,-,-,-,36.2000,251000.0000,-,130.0000,726.0000,-,-,173.0000,467.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.2900,32.8000,113.0000,-,129.0000,84.3000,100.0000,28.8750,5.5000,-
W,W33X221,W33X221,F,221.0000,65.3000,33.9000,33.8750,-,-,-,15.8000,15.7500,-,-,-,0.7750,0.7500,0.3750,1.2800,1.2500,-,-,-,2.0600,2.5000,1.6250,-,-,-,-,-,6.2000,-,-,38.5000,-,-,12900.0000,857.0000,759.0000,14.1000,840.0000,164.0000,106.0000,3.5900,-,-,-,27.8000,224000.0000,-,129.0000,647.0000,-,-,156.0000,423.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.2500,32.6000,112.0000,-,128.0000,83.6000,99.4000,28.8750,5.5000,-
W,W33X201,W33X201,F,201.0000,59.1000,33.7000,33.6250,-,-,-,15.7000,15.7500,-,-,-,0.7150,0.6875,0.3750,1.1500,1.1250,-,-,-,1.9400,2.4375,1.5625,-,-,-,-,-,6.8500,-,-,41.7000,-,-,11600.0000,773.0000,686.0000,14.0000,749.0000,147.0000,95.2000,3.5600,-,-,-,20.8000,198000.0000,-,128.0000,577.0000,-,-,140.0000,382.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.2100,32.6000,111.0000,-,127.0000,83.1000,98.8000,28.8750,5.5000,-
W,W33X169,W33X169,F,169.0000,49.5000,33.8000,33.8750,-,-,-,11.5000,11.5000,-,-,-,0.6700,0.6875,0.3750,1.2200,1.2500,-,-,-,1.9200,2.4375,1.5625,-,-,-,-,-,4.7100,-,-,44.7000,-,-,9290.0000,629.0000,549.0000,13.7000,310.0000,84.4000,53.9000,2.5000,-,-,-,17.7000,82400.0000,-,93.7000,329.0000,-,-,108.0000,311.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.0300,32.6000,99.5000,-,111.0000,79.1000,90.6000,28.8750,5.5000,-
W,W33X152,W33X152,F,152.0000,44.9000,33.5000,33.5000,-,-,-,11.6000,11.6250,-,-,-,0.6350,0.6250,0.3125,1.0600,1.0625,-,-,-,1.7600,2.3125,1.5000,-,-,-,-,-,5.4800,-,-,47.2000,-,-,8160.0000,559.0000,487.0000,13.5000,273.0000,73.9000,47.2000,2.4700,-,-,-,12.4000,71700.0000,-,94.1000,289.0000,-,-,94.3000,278.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.0100,32.4000,99.4000,-,111.0000,78.6000,90.2000,28.8750,5.5000,-
W,W33X141,W33X141,F,141.0000,41.5000,33.3000,33.2500,-,-,-,11.5000,11.5000,-,-,-,0.6050,0.6250,0.3125,0.9600,0.9375,-,-,-,1.6600,2.1875,1.5000,-,-,-,-,-,6.0100,-,-,49.6000,-,-,7450.0000,514.0000,448.0000,13.4000,246.0000,66.9000,42.7000,2.4300,-,-,-,9.7000,64400.0000,-,93.0000,257.0000,-,-,84.6000,253.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.9800,32.3000,98.5000,-,110.0000,78.1000,89.6000,28.8750,5.5000,-
W,W33X130,W33X130,F,130.0000,38.3000,33.1000,33.1250,-,-,-,11.5000,11.5000,-,-,-,0.5800,0.5625,0.3125,0.8550,0.8750,-,-,-,1.5600,2.1250,1.5000,-,-,-,-,-,6.7300,-,-,51.7000,-,-,6710.0000,467.0000,406.0000,13.2000,218.0000,59.5000,37.9000,2.3900,-,-,-,7.3700,56600.0000,-,92.7000,228.0000,-,-,75.3000,230.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.9400,32.2000,98.5000,-,110.0000,77.7000,89.2000,28.8750,5.5000,-
W,W33X118,W33X118,F,118.0000,34.7000,32.9000,32.8750,-,-,-,11.5000,11.5000,-,-,-,0.5500,0.5625,0.3125,0.7400,0.7500,-,-,-,1.4400,2.0000,1.5000,-,-,-,-,-,7.7600,-,-,54.5000,-,-,5900.0000,415.0000,359.0000,13.0000,187.0000,51.3000,32.6000,2.3200,-,-,-,5.3000,48300.0000,-,92.5000,197.0000,-,-,65.1000,205.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.8900,32.2000,97.5000,-,109.0000,77.3000,88.8000,28.8750,5.5000,-
W,W30X391,W30X391,T,391.0000,115.0000,33.2000,33.2500,-,-,-,15.6000,15.6250,-,-,-,1.3600,1.3750,0.6875,2.4400,2.4375,-,-,-,3.2300,3.7500,1.8750,-,-,-,-,-,3.1900,-,-,19.7000,-,-,20700.0000,1450.0000,1250.0000,13.4000,1550.0000,310.0000,198.0000,3.6700,-,-,-,173.0000,366000.0000,-,120.0000,1140.0000,-,-,267.0000,722.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.3700,30.8000,109.0000,-,125.0000,82.0000,97.6000,25.7500,5.5000,-
W,W30X357,W30X357,T,357.0000,105.0000,32.8000,32.7500,-,-,-,15.5000,15.5000,-,-,-,1.2400,1.2500,0.6250,2.2400,2.2500,-,-,-,3.0300,3.5000,1.8125,-,-,-,-,-,3.4500,-,-,21.6000,-,-,18700.0000,1320.0000,1140.0000,13.3000,1390.0000,279.0000,179.0000,3.6400,-,-,-,134.0000,324000.0000,-,118.0000,1030.0000,-,-,244.0000,655.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.3100,30.6000,108.0000,-,124.0000,81.1000,96.6000,25.7500,5.5000,-
W,W30X326,W30X326,T,326.0000,95.9000,32.4000,32.3750,-,-,-,15.4000,15.3750,-,-,-,1.1400,1.1250,0.5625,2.0500,2.0625,-,-,-,2.8400,3.3125,1.7500,-,-,-,-,-,3.7500,-,-,23.4000,-,-,16800.0000,1190.0000,1040.0000,13.2000,1240.0000,252.0000,162.0000,3.6000,-,-,-,103.0000,287000.0000,-,117.0000,922.0000,-,-,222.0000,593.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.2600,30.4000,108.0000,-,123.0000,80.2000,95.6000,25.7500,5.5000,-
W,W30X292,W30X292,F,292.0000,86.0000,32.0000,32.0000,-,-,-,15.3000,15.2500,-,-,-,1.0200,1.0000,0.5000,1.8500,1.8750,-,-,-,2.6400,3.1250,1.7500,-,-,-,-,-,4.1200,-,-,26.2000,-,-,14900.0000,1060.0000,930.0000,13.2000,1100.0000,223.0000,144.0000,3.5800,-,-,-,75.2000,250000.0000,-,115.0000,816.0000,-,-,199.0000,529.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.2200,30.2000,107.0000,-,122.0000,79.3000,94.6000,25.7500,5.5000,-
W,W30X261,W30X261,F,261.0000,77.0000,31.6000,31.6250,-,-,-,15.2000,15.1250,-,-,-,0.9300,0.9375,0.5000,1.6500,1.6250,-,-,-,2.4400,2.9375,1.6875,-,-,-,-,-,4.5900,-,-,28.7000,-,-,13100.0000,943.0000,829.0000,13.1000,959.0000,196.0000,127.0000,3.5300,-,-,-,54.1000,215000.0000,-,114.0000,714.0000,-,-,176.0000,469.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.1600,30.0000,106.0000,-,121.0000,78.4000,93.6000,25.7500,5.5000,-
W,W30X235,W30X235,F,235.0000,69.3000,31.3000,31.2500,-,-,-,15.1000,15.0000,-,-,-,0.8300,0.8125,0.4375,1.5000,1.5000,-,-,-,2.2900,2.7500,1.6250,-,-,-,-,-,5.0200,-,-,32.2000,-,-,11700.0000,847.0000,748.0000,13.0000,855.0000,175.0000,114.0000,3.5100,-,-,-,40.3000,190000.0000,-,112.0000,637.0000,-,-,159.0000,421.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.1300,29.8000,105.0000,-,120.0000,77.7000,92.8000,25.7500,5.5000,-
W,W30X211,W30X211,F,211.0000,62.3000,30.9000,31.0000,-,-,-,15.1000,15.1250,-,-,-,0.7750,0.7500,0.3750,1.3200,1.3125,-,-,-,2.1000,2.5625,1.6250,-,-,-,-,-,5.7400,-,-,34.5000,-,-,10300.0000,751.0000,665.0000,12.9000,757.0000,155.0000,100.0000,3.4900,-,-,-,28.4000,166000.0000,-,112.0000,556.0000,-,-,140.0000,372.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.1100,29.6000,104.0000,-,119.0000,76.9000,92.0000,25.7500,5.5000,-
W,W30X191,W30X191,F,191.0000,56.1000,30.7000,30.6250,-,-,-,15.0000,15.0000,-,-,-,0.7100,0.6875,0.3750,1.1900,1.1875,-,-,-,1.9700,2.5000,1.5625,-,-,-,-,-,6.3500,-,-,37.7000,-,-,9200.0000,675.0000,600.0000,12.8000,673.0000,138.0000,89.5000,3.4600,-,-,-,21.0000,146000.0000,-,111.0000,494.0000,-,-,125.0000,335.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.0600,29.5000,104.0000,-,119.0000,76.4000,91.4000,25.7500,5.5000,-
W,W30X173,W30X173,F,173.0000,50.9000,30.4000,30.5000,-,-,-,15.0000,15.0000,-,-,-,0.6550,0.6250,0.3125,1.0700,1.0625,-,-,-,1.8500,2.3125,1.5625,-,-,-,-,-,7.0400,-,-,40.8000,-,-,8230.0000,607.0000,541.0000,12.7000,598.0000,123.0000,79.8000,3.4200,-,-,-,15.6000,129000.0000,-,110.0000,441.0000,-,-,113.0000,301.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.0300,29.3000,103.0000,-,118.0000,75.8000,90.8000,25.7500,5.5000,-
W,W30X148,W30X148,F,148.0000,43.6000,30.7000,30.6250,-,-,-,10.5000,10.5000,-,-,-,0.6500,0.6250,0.3125,1.1800,1.1875,-,-,-,1.8300,2.5000,1.5625,-,-,-,-,-,4.4400,-,-,41.6000,-,-,6680.0000,500.0000,436.0000,12.4000,227.0000,68.0000,43.3000,2.2800,-,-,-,14.5000,49400.0000,-,77.5000,240.0000,-,-,85.8000,248.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.7700,29.5000,90.5000,-,101.0000,71.9000,82.4000,25.7500,5.5000,-
W,W30X132,W30X132,F,132.0000,38.8000,30.3000,30.2500,-,-,-,10.5000,10.5000,-,-,-,0.6150,0.6250,0.3125,1.0000,1.0000,-,-,-,1.6500,2.2500,1.5000,-,-,-,-,-,5.2700,-,-,43.9000,-,-,5770.0000,437.0000,380.0000,12.2000,196.0000,58.4000,37.2000,2.2500,-,-,-,9.7200,42100.0000,-,76.9000,202.0000,-,-,72.4000,215.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.7500,29.3000,89.5000,-,100.0000,71.1000,81.6000,25.7500,5.5000,-
W,W30X124,W30X124,F,124.0000,36.5000,30.2000,30.1250,-,-,-,10.5000,10.5000,-,-,-,0.5850,0.5625,0.3125,0.9300,0.9375,-,-,-,1.5800,2.2500,1.5000,-,-,-,-,-,5.6500,-,-,46.2000,-,-,5360.0000,408.0000,355.0000,12.1000,181.0000,54.0000,34.4000,2.2300,-,-,-,7.9900,38600.0000,-,76.8000,188.0000,-,-,67.5000,202.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.7300,29.3000,89.5000,-,100.0000,70.9000,81.4000,25.7500,5.5000,-
W,W30X116,W30X116,F,116.0000,34.2000,30.0000,30.0000,-,-,-,10.5000,10.5000,-,-,-,0.5650,0.5625,0.3125,0.8500,0.8750,-,-,-,1.5000,2.1250,1.5000,-,-,-,-,-,6.1700,-,-,47.8000,-,-,4930.0000,378.0000,329.0000,12.0000,164.0000,49.2000,31.3000,2.1900,-,-,-,6.4300,34900.0000,-,76.5000,171.0000,-,-,61.5000,187.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.7000,29.2000,89.3000,-,99.8000,70.5000,81.0000,25.7500,5.5000,-
W,W30X108,W30X108,F,108.0000,31.7000,29.8000,29.8750,-,-,-,10.5000,10.5000,-,-,-,0.5450,0.5625,0.3125,0.7600,0.7500,-,-,-,1.4100,2.0000,1.5000,-,-,-,-,-,6.8900,-,-,49.6000,-,-,4470.0000,346.0000,299.0000,11.9000,146.0000,43.9000,27.9000,2.1500,-,-,-,4.9900,30900.0000,-,76.2000,152.0000,-,-,54.9000,170.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.6700,29.0000,88.9000,-,99.4000,70.1000,80.6000,25.7500,5.5000,-
W,W30X99,W30X99,F,99.0000,29.0000,29.7000,29.6250,-,-,-,10.5000,10.5000,-,-,-,0.5200,0.5000,0.2500,0.6700,0.6875,-,-,-,1.3200,2.0000,1.5000,-,-,-,-,-,7.8000,-,-,51.9000,-,-,3990.0000,312.0000,269.0000,11.7000,128.0000,38.6000,24.5000,2.1000,-,-,-,3.7700,26800.0000,-,76.2000,134.0000,-,-,48.5000,154.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.6200,29.0000,88.7000,-,99.2000,69.9000,80.4000,25.7500,5.5000,-
W,W30X90,W30X90,F,90.0000,26.3000,29.5000,29.5000,-,-,-,10.4000,10.3750,-,-,-,0.4700,0.5000,0.2500,0.6100,0.6250,-,-,-,1.2600,1.8750,1.4375,-,-,-,-,-,8.5200,-,-,57.5000,-,-,3610.0000,283.0000,245.0000,11.7000,115.0000,34.7000,22.1000,2.0900,-,-,-,2.8400,24000.0000,-,75.1000,119.0000,-,-,43.7000,139.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.6000,28.9000,88.1000,-,98.5000,69.4000,79.8000,25.7500,5.5000,-
W,W27X539,W27X539,T,539.0000,159.0000,32.5000,32.5000,-,-,-,15.3000,15.2500,-,-,-,1.9700,2.0000,1.0000,3.5400,3.5625,-,-,-,4.3300,4.4375,1.8125,-,-,-,-,-,2.1500,-,-,12.1000,-,-,25600.0000,1890.0000,1570.0000,12.7000,2110.0000,437.0000,277.0000,3.6500,-,-,-,496.0000,443000.0000,-,111.0000,1500.0000,-,-,342.0000,943.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.4100,29.0000,106.0000,-,121.0000,80.3000,95.6000,23.0000,5.5000,-
W,W27X368,W27X368,T,368.0000,109.0000,30.4000,30.3750,-,-,-,14.7000,14.6250,-,-,-,1.3800,1.3750,0.6875,2.4800,2.5000,-,-,-,3.2700,3.6875,1.8750,-,-,-,-,-,2.9600,-,-,17.3000,-,-,16200.0000,1240.0000,1060.0000,12.2000,1310.0000,279.0000,179.0000,3.4800,-,-,-,170.0000,255000.0000,-,103.0000,935.0000,-,-,231.0000,621.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.1500,27.9000,100.0000,-,115.0000,75.5000,90.2000,23.0000,5.5000,-
W,W27X336,W27X336,T,336.0000,99.2000,30.0000,30.0000,-,-,-,14.6000,14.5000,-,-,-,1.2600,1.2500,0.6250,2.2800,2.2500,-,-,-,3.0700,3.5000,1.8125,-,-,-,-,-,3.1900,-,-,18.9000,-,-,14600.0000,1130.0000,972.0000,12.1000,1180.0000,252.0000,162.0000,3.4500,-,-,-,131.0000,226000.0000,-,101.0000,842.0000,-,-,211.0000,563.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.1000,27.7000,100.0000,-,115.0000,74.6000,89.2000,23.0000,5.5000,-
W,W27X307,W27X307,T,307.0000,90.2000,29.6000,29.6250,-,-,-,14.4000,14.5000,-,-,-,1.1600,1.1875,0.6250,2.0900,2.0625,-,-,-,2.8800,3.3125,1.8125,-,-,-,-,-,3.4600,-,-,20.6000,-,-,13100.0000,1030.0000,887.0000,12.0000,1050.0000,227.0000,146.0000,3.4100,-,-,-,101.0000,199000.0000,-,99.0000,745.0000,-,-,190.0000,508.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.0400,27.5000,98.6000,-,113.0000,73.6000,88.0000,23.0000,5.5000,-
W,W27X281,W27X281,F,281.0000,83.1000,29.3000,29.2500,-,-,-,14.4000,14.3750,-,-,-,1.0600,1.0625,0.5625,1.9300,1.9375,-,-,-,2.7200,3.1250,1.7500,-,-,-,-,-,3.7200,-,-,22.5000,-,-,11900.0000,936.0000,814.0000,12.0000,953.0000,206.0000,133.0000,3.3900,-,-,-,79.5000,178000.0000,-,98.5000,685.0000,-,-,176.0000,466.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.0000,27.4000,98.6000,-,113.0000,73.0000,87.4000,23.0000,5.5000,-
W,W27X258,W27X258,F,258.0000,76.1000,29.0000,29.0000,-,-,-,14.3000,14.2500,-,-,-,0.9800,1.0000,0.5000,1.7700,1.7500,-,-,-,2.5600,3.0000,1.6875,-,-,-,-,-,4.0300,-,-,24.4000,-,-,10800.0000,852.0000,745.0000,11.9000,859.0000,187.0000,120.0000,3.3600,-,-,-,61.6000,159000.0000,-,97.3000,616.0000,-,-,160.0000,424.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.9600,27.2000,97.7000,-,112.0000,72.3000,86.6000,23.0000,5.5000,-
W,W27X235,W27X235,F,235.0000,69.4000,28.7000,28.6250,-,-,-,14.2000,14.2500,-,-,-,0.9100,0.9375,0.5000,1.6100,1.6250,-,-,-,2.4000,2.8750,1.6875,-,-,-,-,-,4.4100,-,-,26.2000,-,-,9700.0000,772.0000,677.0000,11.8000,769.0000,168.0000,108.0000,3.3300,-,-,-,47.0000,141000.0000,-,96.2000,550.0000,-,-,145.0000,384.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.9200,27.1000,96.8000,-,111.0000,71.6000,85.8000,23.0000,5.5000,-
W,W27X217,W27X217,F,217.0000,63.9000,28.4000,28.3750,-,-,-,14.1000,14.1250,-,-,-,0.8300,0.8125,0.4375,1.5000,1.5000,-,-,-,2.2900,2.6875,1.6250,-,-,-,-,-,4.7100,-,-,28.7000,-,-,8910.0000,711.0000,627.0000,11.8000,704.0000,154.0000,100.0000,3.3200,-,-,-,37.6000,128000.0000,-,94.8000,501.0000,-,-,134.0000,351.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.8900,26.9000,95.9000,-,110.0000,70.9000,85.0000,23.0000,5.5000,-
W,W27X194,W27X194,F,194.0000,57.1000,28.1000,28.1250,-,-,-,14.0000,14.0000,-,-,-,0.7500,0.7500,0.3750,1.3400,1.3125,-,-,-,2.1300,2.5625,1.5625,-,-,-,-,-,5.2400,-,-,31.8000,-,-,7860.0000,631.0000,559.0000,11.7000,619.0000,136.0000,88.1000,3.2900,-,-,-,27.1000,111000.0000,-,93.7000,439.0000,-,-,119.0000,312.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.8500,26.8000,95.0000,-,109.0000,70.2000,84.2000,23.0000,5.5000,-
W,W27X178,W27X178,F,178.0000,52.5000,27.8000,27.7500,-,-,-,14.1000,14.1250,-,-,-,0.7250,0.7500,0.3750,1.1900,1.1875,-,-,-,1.9800,2.3750,1.5625,-,-,-,-,-,5.9200,-,-,32.9000,-,-,7020.0000,570.0000,505.0000,11.6000,555.0000,122.0000,78.8000,3.2500,-,-,-,20.1000,98400.0000,-,93.8000,393.0000,-,-,106.0000,282.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.8300,26.6000,94.9000,-,109.0000,69.7000,83.8000,23.0000,5.5000,-
W,W27X161,W27X161,F,161.0000,47.6000,27.6000,27.6250,-,-,-,14.0000,14.0000,-,-,-,0.6600,0.6875,0.3750,1.0800,1.0625,-,-,-,1.8700,2.3125,1.5625,-,-,-,-,-,6.4900,-,-,36.1000,-,-,6310.0000,515.0000,458.0000,11.5000,497.0000,109.0000,70.9000,3.2300,-,-,-,15.1000,87300.0000,-,92.8000,351.0000,-,-,95.5000,254.0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.7900,26.5000,95.0000,-,109.0000,69.2000,83.2000,23.0000,5.5000,-
